Movie_Name,Release_Period,Whether_Remake,Whether_Franchise,Genre,New_Actor,New_Director,New_Music_Director,Lead_Star,Director,Music_Director,Screens,Budget,Revenue,Profit_Factor,Year,Duration,Rating,Votes
Mumbai Xpress,Holiday,No,No,comedy,No,Yes,No,Kamal Hassan,Singeetam Srinivasa Rao,Ilaiyaraja,150,45000000,51750000,1.15,2005,146,6.6,68
Kidnap,Holiday,No,No,thriller,No,No,No,Imran Khan,Sanjay Gadhvi,Pritam,875,310000000,356060000,1.148580645,2008,135,4.6,2328
Besharam,Holiday,No,No,comedy,No,No,No,Ranbir Kapoor,Abhinav Kashyap,Lalit Pandit,3400,830000000,951195000,1.146018072,2013,143,3.6,5355
Dhan Dhana Dhan Goal,Holiday,No,No,drama,No,No,No,John Abraham,Vivek Agnihotri,Pritam,650,190000000,217243750,1.143388158,2007,167,5.0,2410
Margarita With A Straw,Normal,No,No,drama,No,No,No,Kalki Koechlin,Shonali Bose,Mikey McCleary,250,65000000,74300000,1.143076923,2014,100,7.2,3565
Nazar,Holiday,No,No,thriller,No,Yes,No,Ashmit Patel,Soni Razdan,Anu Malik,175,37500000,42379500,1.13012,2005,138,3.9,126
No Problem,Normal,No,No,comedy,No,No,No,Anil Kapoor,Anees Bazmee,Pritam,1350,400000000,450750000,1.126875,2010,139,4.3,2299
Shabd,Normal,No,No,drama,No,Yes,No,Sanjay Dutt,Leena Yadav,Vishal - Shekhar,250,95000000,107012500,1.126447368,2005,140,5.1,1359
Baadshaho,Holiday,No,No,action,No,No,No,Ajay Devgn,Milan Luthria,Ankit Tiwari,2850,900000000,1011820000,1.124244444,2017,136,4.9,4454
Patiala House,Holiday,No,No,drama,No,No,No,Akshay Kumar,Nikhil Advani,Shankar - Ehsaan - Loy,1550,500000000,560405000,1.12081,2011,140,5.6,8780
Roy,Holiday,No,No,thriller,No,Yes,No,Ranbir Kapoor,Vikramjit Singh,Ankit Tiwari,2350,500000000,560215000,1.12043,2015,146,3.3,7240
Khamoshiyan,Normal,No,No,horror,No,Yes,Yes,Ali Fazal,Karan Darra,Naveed Zafar,1500,120000000,134180000,1.118166667,2015,122,4.0,1220
Naqaab,Holiday,No,No,thriller,No,No,No,Akshaye Khanna,Abbas - Mustan,Pritam,825,190000000,212037500,1.115986842,2007,115,5.4,1373
Ek Paheli Leela,Normal,No,No,love_story,No,Yes,Yes,Sunny Leone,Bobby Khan,Uzair Jaswal,2000,230000000,255620000,1.111391304,2015,145,3.7,1700
Rascals,Holiday,No,No,comedy,No,No,No,Ajay Devgn,David Dhawan,Vishal - Shekhar,1850,460000000,510181250,1.109089674,2011,128,2.9,2682
Jattu Engineer,Normal,No,No,drama,No,No,No,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,200,90000000,99724500,1.10805,2017,139,5.8,3336
Dedh Ishqiya,Normal,No,Yes,rom__com,No,No,No,Naseeruddin Shah,Abhishek Chaubey,Vishal Bhardwaj,1250,370000000,408370000,1.103702703,2014,152,7.1,6978
Brothers,Holiday,Yes,No,action,No,No,No,Akshay Kumar,Karan Malhotra,Ajay - Atul,3400,1120000000,1230950000,1.0990625,2015,156,6.5,12018
Shaandaar,Holiday,No,No,rom__com,No,No,No,Shahid Kapoor,Vikas Bahl,Amit Trivedi,2500,690000000,757000000,1.097101449,2015,144,3.5,5250
Mausam,Normal,No,No,love_story,No,Yes,No,Shahid Kapoor,Pankaj Kapoor,Pritam,1750,490000000,536765000,1.095438776,2011,161,4.7,5258
De Taali,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,E. Niwas,Vishal - Shekhar,475,120000000,131047500,1.0920625,2008,140,4.1,808
1920 London,Holiday,No,Yes,horror,No,Yes,No,Sharman Joshi,Tinu Suresh Desai,Toshi - Sharib,1300,210000000,226782500,1.079916667,2016,120,4.1,1559
Dil Dosti Etc,Normal,No,No,drama,Yes,Yes,Yes,Imaad Shah,Manish Tiwary,Agnee,135,35000000,37400000,1.068571429,2007,112,7.0,2793
Inkaar,Holiday,No,No,drama,No,No,No,Arjun Rampal,Sudhir Mishra,Shantanu Moitra,800,140000000,149350000,1.066785714,2013,125,6.0,2491
Fool N Final,Normal,No,No,comedy,No,No,No,Sunny Deol,Ahmed Khan,Himesh Reshammiya,850,260000000,276200000,1.062307692,2007,144,3.4,1906
London Paris New York,Normal,No,No,love_story,No,Yes,Yes,Ali Zafar,Anu Menon,Ali Zafar,550,105000000,111517500,1.062071429,2012,100,5.7,3677
Socha Na Tha,Holiday,No,No,rom__com,Yes,Yes,No,Abhay Deol,Imtiaz Ali,Sandesh Shandilya,110,50000000,52800000,1.056,2005,137,7.4,7475
Kites,Normal,No,No,thriller,No,No,No,Hrithik Roshan,Anurag Basu,Rajesh Roshan,1800,820000000,863320000,1.052829268,2010,123,6.1,12605
Milenge Milenge,Normal,No,No,love_story,No,No,No,Shahid Kapoor,Satish Kaushik,Himesh Reshammiya,775,120000000,126225000,1.051875,2010,109,4.1,1739
Yamla Pagla Deewana 2,Normal,No,Yes,comedy,No,No,No,Sunny Deol,Sangeeth Sivan,Toshi - Sharib,2000,460000000,483500000,1.051086957,2013,154,3.4,1820
Ghost,Holiday,No,No,horror,No,Yes,No,Shiney Ahuja,Puja Jatinder Bedi,Toshi - Sharib,800,90000000,94400000,1.048888889,2019,130,5.0,1288
Bombay Talkies,Normal,No,No,drama,No,No,No,Rani Mukherjee,Karan Johar,Amit Trivedi,375,125000000,130900000,1.0472,2013,127,6.7,5124
Tevar,Normal,Yes,No,masala,No,Yes,Yes,Arjun Kapoor,Amit Ravindernath Sharma,Imraan Khan,2850,540000000,565125000,1.046527778,2015,157,4.0,3014
Shirin Farhad Ki Toh Nikal Padi,Normal,No,No,rom__com,No,Yes,No,Boman Irani,Bela Sehgal,Jeet Ganguly,650,190000000,198675000,1.045657895,2012,111,4.2,1023
Hawaa Hawaai,Holiday,No,No,drama,No,No,No,Saqib Saleem,Amol Gupte,Hitesh Sonik,625,110000000,113600000,1.032727273,2014,120,7.4,1686
Ek Ajnabee,Normal,Yes,No,action,No,No,No,Arjun Rampal,Apoorva Lakhia,Amar Mohile,325,120000000,123040000,1.025333333,2005,142,5.2,1601
The Attacks Of 26/11,Normal,No,No,thriller,No,No,No,Nana Patekar,Ram Gopal Verma,Amar Mohile,1250,230000000,235227500,1.022728261,2013,116,6.9,4752
Bewakoofiyaan,Holiday,No,No,rom__com,No,No,No,Ayushman Khurana,Nupur Asthana,Raghu Dixit,1100,220000000,222060000,1.009363636,2014,119,5.5,3938
Ramaiya Vastavaiya,Normal,Yes,No,love_story,Yes,No,No,Girish Taurani,Prabhu Deva,Sachin - Jigar,1400,380000000,383420000,1.009,2013,148,5.7,3531
Haraamkhor,Holiday,No,No,drama,No,Yes,No,Nawazuddin Siddiqui,Shlok Sharma,Jasleen Royal,225,22500000,22700000,1.008888889,2015,90,6.4,3764
The Dirty Relation,Holiday,No,No,adult,Yes,No,Yes,Manoj Pandey,Kesar Matharu,Imran Wasim,50,5000000,5000000,1.0,2013,121,3.6,12
Luv Shuv Tey Chicken Khurana,Holiday,No,No,comedy,No,Yes,No,Kunal Kapoor,Sameer Sharma,Amit Trivedi,450,110000000,109780000,0.998,2012,140,6.6,3690
Poorna,Normal,No,No,drama,Yes,No,No,Aditi Inamdar,Rahul Bose,Salim - Sulaiman,300,37500000,37100000,0.989333333,2017,100,7.8,1343
Jo Bole So Nihaal,Normal,No,No,comedy,No,No,No,Sunny Deol,Rahul Rawail,Anand Raj Anand,400,150000000,148162500,0.98775,2005,125,3.6,646
God Tussi Great Ho,Holiday,No,No,comedy,No,Yes,No,Salman Khan,Rumi Jaffery,Sajid - Wajid,775,210000000,206112500,0.981488095,2008,152,3.6,3998
15 Park Avenue,Normal,No,No,drama,No,Yes,Yes,Shabana Azmi,Aparna Sen,Jyotishka Dasgupta,50,25000000,24500000,0.98,2005,116,7.1,1002
Veer,Normal,No,No,action,No,No,No,Salman Khan,Anil Sharma,Sajid - Wajid,1600,630000000,611400000,0.970476191,2010,169,4.5,7598
Wajah Tum Ho,Normal,No,No,thriller,No,No,Yes,Sharman Joshi,Vishal Pandya,Gourav - Roshin,2000,140000000,135700000,0.969285714,2016,136,4.4,1153
Himmatwala,Holiday,Yes,No,masala,No,No,No,Ajay Devgn,Sajid Khan,Sajid - Wajid,3150,680000000,657993750,0.967637868,2013,150,1.7,8186
Do Dooni Chaar,Normal,No,No,comedy,No,Yes,Yes,Rishi Kapoor,Habib Faisal,Meet Bros,325,60000000,57900000,0.965,2010,112,7.5,5232
Mickey Virus,Normal,No,No,comedy,Yes,Yes,No,Manish Paul,Saurabh Varma,Hanif Sheikh,1000,110000000,106000000,0.963636364,2013,135,6.0,2639
Ek Hi Bhool,Holiday,No,No,drama,No,No,No,Monalisa,Sandeep Kumar,Dilip Sen - Sameer Sen,25,6500000,6253400,0.962061539,1981,144,5.8,136
Gippi,Normal,No,No,drama,Yes,Yes,No,Riya Vij,Sonam Nair,Vishal - Shekhar,375,60000000,57500000,0.958333333,2013,95,5.6,790
Action Jackson,Normal,No,No,action,No,No,No,Ajay Devgn,Prabhu Deva,Himesh Reshammiya,3350,930000000,888717500,0.955610215,2014,144,3.3,3461
Mr Ya Miss,Normal,No,No,comedy,No,Yes,No,Antara Mali,Antara Mali,Nitin Raikwar,175,47500000,45350000,0.954736842,2005,136,3.6,466
Udaan,Normal,No,No,drama,No,Yes,No,Ronit Roy,Vikramaditya Motwane,Amit Trivedi,225,45000000,42805000,0.951222222,2010,134,8.1,43199
Mixed Doubles,Holiday,No,No,drama,No,No,Yes,Ranvir Shorey,Rajat Kapoor,Sagar Desai,50,20000000,19000000,0.95,2006,91,6.4,647
Sulemani Keeda,Normal,No,No,rom__com,Yes,Yes,Yes,Naveen Kasturia,Amit Masurkar,Arfaaz Kagalwala,45,3500000,3325000,0.95,2014,89,7.1,2478
Simran,Normal,No,No,drama,No,No,No,Kangana Ranaut,Hansal Mehta,Sachin - Jigar,1550,280000000,263025000,0.939375,2017,124,5.1,3254
Shaitan,Normal,No,No,thriller,No,Yes,No,Rajeev Khandelwal,Bejoy Nambiar,Ranjit Barot,575,120000000,112500000,0.9375,2011,121,7.2,8146
Luv Ka The End,Holiday,No,No,drama,No,Yes,No,Shraddha Kapoor,Bumpy,Ram Sampath,450,85000000,79200000,0.931764706,2011,106,4.8,1434
Aamir,Normal,No,No,thriller,Yes,Yes,Yes,Rajeev Khandelwal,Raj Kumar Gupta,Amit Trivedi,150,35000000,32600000,0.931428571,2008,99,7.7,10862
Do Knot Disturb,Holiday,No,No,comedy,No,No,No,Govinda,David Dhawan,Nadeem - Shravan,1000,300000000,278900000,0.929666667,2009,126,3.6,1130
The Train,Normal,Yes,No,thriller,No,No,Yes,Emraan Hashmi,Raksha Mistry,Mithoon,325,77500000,71718750,0.925403226,2011,133,4.4,133
Rog,Normal,No,No,suspense,No,No,No,Irrfan Khan,Himanshu Brahmbhatt,M.M. Kreem,160,35000000,32300000,0.922857143,2005,115,5.2,484
Bachke Rehna Re Baba,Normal,No,No,comedy,No,No,No,Mallika Sherawat,Govind Menon,Anu Malik,225,60000000,55192500,0.919875,2005,130,2.7,202
Black & White,Normal,No,No,drama,No,No,No,Anil Kapoor,Subhash Ghai,Sukhwinder Singh,350,90000000,82715000,0.919055556,2008,134,6.2,570
Nehlle Pe Dehlla,Holiday,No,No,comedy,No,Yes,No,Sanjay Dutt,Ajay Chandhok,Anand Raj Anand,300,70000000,64100000,0.915714286,2007,125,3.8,489
Cash,Normal,No,No,thriller,No,No,No,Ajay Devgn,Anubhav Sinha,Vishal - Shekhar,1000,320000000,293005000,0.915640625,2007,137,3.4,1859
Action Replayy,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Vipul Amrutlal Shah,Pritam,1500,510000000,462943750,0.907732843,2010,129,4.2,5814
Freaky Ali,Normal,Yes,No,comedy,No,No,No,Nawazuddin Siddiqui,Sohail Khan,Sajid - Wajid,1200,230000000,208775000,0.907717391,2016,120,4.9,2642
Luck,Normal,No,No,thriller,No,No,No,Sanjay Dutt,Soham Shah,Salim - Sulaiman,1150,370000000,335800000,0.907567568,2009,141,4.8,2513
Ghayal Once Again,Normal,No,Yes,action,No,No,No,Sunny Deol,Sunny Deol,Shankar - Ehsaan - Loy,2300,500000000,453563750,0.9071275,2016,127,6.3,4960
Dhoondte Reh Jaoge,Holiday,No,No,comedy,No,Yes,No,Kunal Khemu,Umesh Shukla,Sajid - Wajid,625,100000000,90350000,0.9035,2009,131,5.6,751
The Killer,Normal,No,No,thriller,No,Yes,No,Emraan Hashmi,Raksha Mistry,Sajid - Wajid,250,72500000,65379000,0.90177931,2006,117,4.7,1069
Raavan,Normal,Yes,No,action,No,No,No,Abhishek Bachchan,Mani Ratnam,A.R. Rehman,1350,550000000,495722500,0.901313636,2010,130,5.4,4245
Sheesha,Holiday,No,No,thriller,No,No,No,Neha Dhupia,Ashu Trikha,Dilip Sen - Sameer Sen,200,45000000,40418750,0.898194444,1986,113,7.2,53
A Flying Jatt,Holiday,No,No,masala,No,No,No,Tiger Shroff,Remo D'Souza,Sachin - Jigar,2650,550000000,493368750,0.897034091,2016,151,3.0,4145
Dolly Ki Doli,Holiday,No,No,comedy,No,Yes,No,Sonam Kapoor,Abhishek Dogra,Sajid - Wajid,1150,210000000,188337500,0.896845238,2015,98,4.5,2880
Ugly Aur Pagli,Normal,No,No,rom__com,No,Yes,No,Mallika Sherawat,Sachin Kamlakar Khot,Anu Malik,400,120000000,107516250,0.89596875,2008,117,3.7,710
Darinda,Normal,No,No,horror,No,No,No,Sapna,Kanti Shah,Sawan Kumar Sawan,1,2000000,1775000,0.8875,2005,76,5.2,8
Big Brother,Holiday,No,No,action,No,No,No,Sunny Deol,Guddu Dhanoa,Sandesh Shandilya,290,80000000,70900000,0.88625,2007,128,3.8,781
Players,Normal,Yes,No,action,No,No,No,Abhishek Bachchan,Abbas - Mustan,Pritam,1900,550000000,485600000,0.882909091,2012,163,4.1,4181
Saawariya,Holiday,No,No,love_story,Yes,No,Yes,Ranbir Kapoor,Sanjay Leela Bhansali,Sanjay Leela Bhansali,850,450000000,391330000,0.869622222,2007,142,5.2,7445
The Xpose,Normal,No,No,thriller,No,No,No,Himesh Reshammiya,Anant Mahadevan,Himesh Reshammiya,1050,150000000,129600000,0.864,2014,113,3.3,1608
Dharam Sankat Mein,Normal,No,No,comedy,No,Yes,No,Paresh Rawal,Fuwad Khan,Sachin Gupta,1100,140000000,120916000,0.863685714,2015,129,6.3,2118
Elaan,Holiday,No,No,action,No,No,No,Arjun Rampal,Vikram Bhatt,Anu Malik,375,150000000,129397500,0.86265,2005,159,4.4,698
Agyaat,Normal,No,No,horror,Yes,No,No,Nithiin,Ram Gopal Verma,Bappi - Tutal,700,85000000,73200000,0.861176471,2009,130,2.9,620
Kurbaan,Normal,No,No,thriller,No,Yes,No,Saif Ali Khan,Renzil D'Silva,Salim - Sulaiman,1250,500000000,429865000,0.85973,2009,161,5.7,4842
Chakravyuh,Holiday,No,No,drama,No,No,No,Arjun Rampal,Prakash Jha,Salim - Sulaiman,1200,300000000,257700000,0.859,2012,152,6.8,3089
Mastizaade,Normal,No,No,comedy,No,No,No,Tusshar Kapoor,Milap Zaveri,Meet Bros,1850,300000000,255960000,0.8532,2016,119,2.4,2622
Bhoot Returns,Normal,No,Yes,horror,No,No,No,J.D. Chakravarthi,Ram Gopal Verma,Sandeep Chowta,925,75000000,63920000,0.852266667,2012,85,2.5,513
Tango Charlie,Holiday,No,No,action,No,No,No,Ajay Devgn,Mani Shankar,Anu Malik,325,135000000,114856250,0.850787037,2005,142,6.0,1789
Umrao Jaan,Holiday,Yes,No,drama,No,No,No,Aishwarya Rai,J.P. Dutta,Anu Malik,500,230000000,195250000,0.848913044,2006,188,5.5,1858
Oye Lucky! Lucky Oye!,Normal,No,No,comedy,No,No,No,Abhay Deol,Dibakar Banerjee,Sneha Khanwalkar,400,120000000,100620000,0.8385,2008,125,7.7,16700
Insan,Holiday,No,No,action,No,No,No,Ajay Devgn,K. Subhash,Himesh Reshammiya,350,125000000,104100000,0.8328,2005,141,4.6,1295
Raja Natwarlal,Holiday,No,No,thriller,No,No,Yes,Emraan Hashmi,Kunal Deshmukh,Yuvan Shankar Raja,1950,470000000,390095000,0.829989362,2014,141,6.1,4038
Rocky Handsome,Holiday,No,No,thriller,No,No,Yes,John Abraham,Nishikant Kamat,Bombay Rockers,1900,430000000,355818750,0.827485465,2016,119,6.8,7647
Aap Ki Khatir,Holiday,No,No,love_story,No,No,No,Akshaye Khanna,Dharmesh Darshan,Himesh Reshammiya,350,160000000,132380000,0.827375,2006,122,3.6,863
Fugly,Normal,No,No,drama,No,No,No,Jimmy Shergill,Kabir Sadanand,Honey Singh,950,180000000,148278750,0.823770833,2014,134,4.7,1008
Zid,Normal,No,No,thriller,No,No,No,Karanvir Sharma,Vivek Agnihotri,Toshi - Sharib,1200,100000000,81500000,0.815,2014,126,4.4,1105
Main Aur Charles,Holiday,No,No,drama,No,No,No,Randeep Hooda,Prawal Raman,Sanjeev - Darshan,900,100000000,81200000,0.812,2015,119,6.3,1588
Meri Pyaari Bindu,Normal,No,No,rom__com,No,Yes,No,Ayushman Khurana,Akshay Roy,Sachin - Jigar,750,220000000,177910000,0.808681818,2017,117,6.0,4495
Hattrick,Holiday,No,No,comedy,No,No,No,Kunal Kapoor,Milan Luthria,Pritam,400,90000000,72580000,0.806444444,2007,110,4.2,460
Mr. X,Normal,No,No,fantasy,No,No,No,Emraan Hashmi,Vikram Bhatt,Jeet Ganguly,2100,370000000,297362500,0.803682432,2015,133,3.8,1833
Blue,Holiday,No,No,action,No,Yes,No,Akshay Kumar,Anthony D'Souza,A.R. Rehman,1500,800000000,639212500,0.799015625,2009,119,3.7,4674
Loins Of Punjab Presents,Normal,No,No,comedy,No,Yes,Yes,Shabana Azmi,Manish Acharya,Michael Cohen,70,25000000,19800000,0.792,2007,88,7.0,761
Shor In The City,Holiday,No,No,drama,No,No,No,Tusshar Kapoor,Krishna D.K,Sachin - Jigar,500,75000000,59200000,0.789333333,2010,112,7.2,3502
Mastram,Holiday,No,No,drama,Yes,Yes,No,Rahul Bagga,Akhilesh Jaiswal,Honey Singh,800,60000000,47100000,0.785,2013,98,4.8,514
Singh Saab The Great,Holiday,No,No,action,No,No,Yes,Sunny Deol,Anil Sharma,Sonu Nigam,2000,420000000,328987500,0.783303571,2013,134,5.6,2200
Prince,Normal,No,No,thriller,No,Yes,No,Vivek Oberoi,Kookie V. Gulati,Sachin Gupta,1200,370000000,289425000,0.78222973,2010,138,4.2,2001
Bobby Jasoos,Normal,No,No,comedy,No,Yes,No,Vidya Balan,Samar Shaikh,Shantanu Moitra,1250,260000000,202457500,0.778682692,2014,121,5.5,2189
Dirty Politics,Holiday,No,No,drama,No,No,No,Mallika Sherawat,K.C. Bokadia,Aadesh Shrivastava,1150,110000000,84800000,0.770909091,2015,130,2.5,575
Shamitabh,Normal,No,No,drama,No,No,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,1600,490000000,371275000,0.757704082,2015,155,6.8,7099
Johnny Gaddaar,Normal,No,No,thriller,Yes,No,No,Neil Nitin Mukesh,Sriram Raghavan,Shankar - Ehsaan - Loy,300,75000000,56800000,0.757333333,2007,135,7.8,11795
Not A Love Story,Holiday,No,No,thriller,No,No,No,Mahie Gill,Ram Gopal Verma,Sandeep Chowta,525,75000000,56700000,0.756,2011,100,5.0,694
Mohenjo Daro,Holiday,No,No,drama,No,No,No,Hrithik Roshan,Ashutosh Gowariker,A.R. Rehman,2700,1380000000,1040750000,0.754166667,2016,155,5.7,10903
Anthony Kaun Hai?,Normal,No,No,comedy,No,No,No,Arshad Warsi,Raj Kaushal,Himesh Reshammiya,300,130000000,97960000,0.753538462,2006,127,5.2,617
Saala Khadoos,Normal,No,No,drama,No,Yes,Yes,R. Madhavan,Sudha Kongara,Santhosh Narayanan,700,200000000,149500000,0.7475,2016,109,7.6,11638
Mujhse Fraaandship Karoge,Normal,No,No,rom__com,Yes,Yes,Yes,Saqib Saleem,Nupur Asthana,Raghu Dixit,500,90000000,67200000,0.746666667,2011,106,6.9,3861
Guzaarish,Holiday,No,No,drama,No,No,No,Hrithik Roshan,Sanjay Leela Bhansali,Sanjay Leela Bhansali,1300,740000000,548945000,0.741817568,2010,126,7.5,17631
Shikhar,Holiday,No,No,drama,No,No,No,Ajay Devgn,John M. Matthan,Viju Shah,350,140000000,103450000,0.738928571,2005,162,4.9,1061
Ramji Londonwaley,Normal,Yes,No,comedy,No,Yes,No,R. Madhavan,Sanjay Dayma,Vishal Bhardwaj,115,40000000,29525000,0.738125,2005,154,6.7,1058
Daddy,Normal,No,No,drama,No,Yes,No,Arjun Rampal,Ashim Ahluwalia,Sajid - Wajid,1150,210000000,154790000,0.737095238,2017,134,6.4,1886
Gabbar Singh,Holiday,No,No,action,No,No,No,Sapna,Kanti Shah,Sawan Kumar Sawan,10,3000000,2200000,0.733333333,2007,111,4.8,9
Darling,Normal,No,No,drama,No,No,No,Fardeen Khan,Ram Gopal Verma,Pritam,240,65000000,47482500,0.7305,2007,128,3.8,589
Halla Bol,Normal,No,No,drama,No,No,No,Ajay Devgn,Rajkumar Santoshi,Sukhwinder Singh,925,270000000,193900000,0.718148148,2008,142,6.1,2211
Raabta,Normal,No,No,love_story,No,Yes,No,Sushant Singh Rajput,Dinesh Vijan,Pritam,1800,470000000,336986250,0.716992021,2017,147,5.1,6311
Ek Chalis Ki Last Local,Normal,No,No,comedy,No,Yes,No,Abhay Deol,Sanjay Khanduri,Sandesh Shandilya,140,35000000,25000000,0.714285714,2007,143,7.3,4874
Ek Vivaah... Aisa Bhi,Normal,No,No,love_story,No,Yes,No,Sonu Sood,Kaushik Ghatak,Ravindra Jain,100,35000000,24887500,0.711071429,2008,132,5.2,448
Mere Jeevan Saathi,Normal,No,No,love_story,No,No,No,Akshay Kumar,Suneel Darshan,Nadeem - Shravan,250,110000000,78207500,0.710977273,2006,129,3.5,902
I Am Kalam,Normal,No,No,drama,Yes,Yes,Yes,Harsh Mayar,Nila Madhab Panda,Susmit Bose,150,20000000,14200000,0.71,2010,88,8.0,3895
Aksar 2,Normal,No,Yes,thriller,No,No,No,Zarine Khan,Anant Mahadevan,Mithoon,1300,90000000,63600000,0.706666667,2017,127,3.6,417
My Friend Ganesha,Normal,No,No,drama,No,No,Yes,Ahsaas Channa,Rajiv S. Ruia,Nirmal - Shekhar,100,22500000,15900000,0.706666667,2007,190,4.6,156
Trapped,Normal,No,No,thriller,No,No,No,Rajkummar Rao,Vikramaditya Motwane,Alokananda Dasgupta,300,50000000,35300000,0.706,2016,105,7.6,11216
Vaah! Life Ho Toh Aisi!,Holiday,No,No,comedy,No,No,No,Shahid Kapoor,Mahesh Manjrekar,Ajay - Atul,325,130000000,91723750,0.705567308,2005,153,4.5,2293
Aagey Se Right,Normal,No,No,comedy,No,Yes,No,Shreyas Talpade,Indrajit Nattoji,Ram Sampath,375,60000000,42100000,0.701666667,2009,117,5.0,381
Gumnaam,Normal,No,No,drama,No,No,No,Tanya Oberoi,Dilip Gulati,Bappi Lahiri,3,3000000,2100000,0.7,1965,151,7.0,1456
The Dirty MMS,Normal,No,No,adult,Yes,Yes,Yes,Gunj,Sudhir Pillai,Billu,2,2000000,1400000,0.7,2014,93,2.4,18
Jodi Breakers,Normal,No,No,comedy,No,No,No,R. Madhavan,Ashwini Chaudhary,Salim - Sulaiman,1000,210000000,146467500,0.697464286,2012,127,3.5,1116
Paying Guests,Normal,No,No,comedy,No,Yes,No,Shreyas Talpade,Paritosh Painter,Sajid - Wajid,450,110000000,76600000,0.696363636,2009,109,4.2,510
Blackmail,Normal,No,No,thriller,No,No,No,Ajay Devgn,Anil Devgan,Himesh Reshammiya,325,95000000,65872500,0.693394737,2018,138,7.1,9671
Main Aisa Hi Hoon,Holiday,No,No,drama,No,No,No,Ajay Devgn,Harry Baweja,Himesh Reshammiya,250,75000000,51775000,0.690333333,2005,162,4.8,1019
"I, Me Aur Main",Normal,No,No,rom__com,No,Yes,No,John Abraham,Kapil Sharma,Pritam,975,200000000,137885000,0.689425,2013,108,4.6,1824
Joker,Normal,No,No,fantasy,No,No,Yes,Akshay Kumar,Shirish Kunder,G.V. Prakash Kumar,1950,470000000,321087500,0.683164894,2012,104,2.4,5235
Jurm,Holiday,No,No,thriller,No,No,No,Bobby Deol,Vikram Bhatt,Anu Malik,275,90000000,61400000,0.682222222,2005,150,5.4,482
Awarapan,Normal,Yes,No,drama,No,No,No,Emraan Hashmi,Mohit Suri,Pritam,375,180000000,122575000,0.680972222,2007,126,7.3,6737
Chaahat Ek Nasha...,Holiday,No,No,love_story,No,No,No,Manisha Koirala,Jay Prakash,Anand Raj Anand,150,22500000,15300000,0.68,2005,140,3.9,74
Karzzzz,Normal,Yes,No,drama,Yes,No,No,Himesh Reshammiya,Satish Kaushik,Himesh Reshammiya,900,240000000,162800000,0.678333333,2008,142,2.1,1238
That Girl in Yellow Boots,Normal,No,No,drama,No,No,Yes,Kalki Koechlin,Anurag Kashyap,Naren Chandavarkar,200,40000000,27100000,0.6775,2010,103,6.7,3608
All Is Well,Normal,No,No,drama,No,No,No,Abhishek Bachchan,Umesh Shukla,Himesh Reshammiya,1650,340000000,230320000,0.677411765,2015,126,3.8,1513
Policegiri,Normal,Yes,No,action,No,Yes,No,Sanjay Dutt,K.S. Ravikumar,Himesh Reshammiya,1550,300000000,202800000,0.676,2013,141,4.1,1374
8 x 10 Tasveer,Holiday,No,No,thriller,No,No,No,Akshay Kumar,Nagesh Kukunoor,Salim - Sulaiman,825,350000000,235800000,0.673714286,2009,122,5.4,5459
Kya Love Story Hai,Normal,No,No,rom__com,No,Yes,No,Tusshar Kapoor,Lovely Singh,Pritam,425,72500000,48750000,0.672413793,2007,120,3.6,346
Happy Ending,Holiday,No,No,rom__com,No,No,No,Saif Ali Khan,Raj Nidimoru,Sachin - Jigar,1650,570000000,380055000,0.666763158,2014,135,5.4,3453
Rangoon,Holiday,No,No,drama,No,No,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,2100,610000000,405012500,0.663954918,2017,170,5.6,3903
The Shaukeens,Normal,Yes,No,comedy,No,No,No,Akshay Kumar,Abhishek Sharma,Honey Singh,1800,410000000,272025000,0.66347561,2014,124,4.9,2906
Risk,Normal,No,No,thriller,No,No,No,Randeep Hooda,Vishram Sawant,Bappi - Tutal,300,60000000,39800000,0.663333333,2007,155,6.6,559
Jagga Jasoos,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Anurag Basu,Pritam,1750,1310000000,868572500,0.663032443,2017,161,6.5,9428
London Dreams,Holiday,No,No,drama,No,No,No,Salman Khan,Vipul Amrutlal Shah,Shankar - Ehsaan - Loy,1450,630000000,413180000,0.65584127,2009,146,5.3,4375
Yuvvraaj,Holiday,No,No,drama,No,No,No,Salman Khan,Subhash Ghai,A.R. Rehman,1100,480000000,312200000,0.650416667,2008,151,4.1,4147
My Wife's Murder,Holiday,No,No,thriller,No,Yes,No,Anil Kapoor,Jijy Philip,Amar Mohile,100,47500000,30822500,0.648894737,2005,103,6.1,890
Veerappan,Normal,No,No,drama,Yes,No,No,Sandeep Bharadwaj,Ram Gopal Verma,Jeet Ganguly,1200,140000000,90300000,0.645,2016,125,5.3,711
Ungli,Normal,No,No,drama,No,No,No,Emraan Hashmi,Renzil D'Silva,Gulraj Singh,1800,390000000,249657500,0.640147436,2014,114,5.7,3663
Sixteen,Normal,No,No,drama,Yes,Yes,Yes,Izabelle Leite,Raj Purohit,Adam Avil - Eddie Avil,300,27500000,17600000,0.64,2013,138,6.3,1680
